condition,author_set,window_size,start_mark,end_mark,target_author,run_id,source_book,feature,window_index,target_kl,nearest_other_kl,target_margin,target_rank,target_hit,predicted_author,model,arm,offset,source_type
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,4,gutenberg_texts/32331.txt,f1,5,0.11042617738544155,0.027309397782276396,-0.08311677960316516,11,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,5,gutenberg_texts/32440.txt,f1,1,0.059772184521124275,0.017685098151854976,-0.0420870863692693,5,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,5,gutenberg_texts/32440.txt,f1,2,0.07263684723840282,0.025930663990682022,-0.046706183247720794,6,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,5,gutenberg_texts/32440.txt,f1,3,0.04648493328127126,0.000385318116730047,-0.04609961516454122,11,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,5,gutenberg_texts/32440.txt,f1,4,0.02852812053304136,0.006177786496834151,-0.02235033403620721,12,False,mark_twain,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,5,gutenberg_texts/32440.txt,f1,5,0.04039019340219357,0.0006731599134588298,-0.03971703348873474,8,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,6,gutenberg_texts/32331.txt,f1,1,0.0764736674281136,0.011635277445903307,-0.06483838998221028,14,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,6,gutenberg_texts/32331.txt,f1,2,0.17123109917937304,0.051230588854927546,-0.1200005103244455,13,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,6,gutenberg_texts/32331.txt,f1,3,0.16003418137592737,0.0524598730303212,-0.10757430834560616,12,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,6,gutenberg_texts/32331.txt,f1,4,0.024959487064258427,0.006220034983681231,-0.018739452080577194,8,False,agnes_may_fleming,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,6,gutenberg_texts/32331.txt,f1,5,0.09430263103055614,0.026240132214550675,-0.06806249881600546,12,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,7,gutenberg_texts/32440.txt,f1,1,0.16008075665964133,0.02593042021162332,-0.13415033644801802,14,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,7,gutenberg_texts/32440.txt,f1,2,0.16382184601197902,0.023686786156704852,-0.14013505985527416,14,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,7,gutenberg_texts/32440.txt,f1,3,0.10316252051689315,0.017129511346491485,-0.08603300917040166,14,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,7,gutenberg_texts/32440.txt,f1,4,0.10071708413972842,0.030583433929178373,-0.07013365021055004,6,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,7,gutenberg_texts/32440.txt,f1,5,0.09389142369387457,0.04235514552804578,-0.05153627816582879,6,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,8,gutenberg_texts/32331.txt,f1,1,0.052005700047749764,0.00787729733260812,-0.044128402715141644,5,False,arthur_conan_doyle,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,8,gutenberg_texts/32331.txt,f1,2,0.05581613825771424,0.03420961856873661,-0.02160651968897763,3,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,8,gutenberg_texts/32331.txt,f1,3,0.05063373315191616,0.008782783380584414,-0.04185094977133175,10,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,8,gutenberg_texts/32331.txt,f1,4,0.08712518917081,0.02437976932946062,-0.06274541984134938,7,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,8,gutenberg_texts/32331.txt,f1,5,0.10969321262203507,0.007819521042969055,-0.10187369157906602,13,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,9,gutenberg_texts/32440.txt,f1,1,0.04947049952872864,0.0031129042857036835,-0.046357595243024956,10,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,9,gutenberg_texts/32440.txt,f1,2,0.11828727399642025,0.04054470236458377,-0.07774257163183648,7,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,9,gutenberg_texts/32440.txt,f1,3,0.12042250053094727,0.03767288288701602,-0.08274961764393125,9,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,9,gutenberg_texts/32440.txt,f1,4,0.07463629123766335,0.02402645329727461,-0.050609837940388744,5,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,9,gutenberg_texts/32440.txt,f1,5,0.161841089481839,0.035500082587332726,-0.12634100689450628,15,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,10,gutenberg_texts/32331.txt,f1,1,0.023592376850125725,0.04007612569550663,0.016483748845380904,1,True,robert_sidney_bowen,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,10,gutenberg_texts/32331.txt,f1,2,0.08219674623587132,0.00905077916885509,-0.07314596706701623,14,False,jane_austen,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,10,gutenberg_texts/32331.txt,f1,3,0.12838676974730198,0.033763921219187316,-0.09462284852811467,10,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,10,gutenberg_texts/32331.txt,f1,4,0.09607436711325867,0.024166812532622855,-0.07190755458063582,13,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,10,gutenberg_texts/32331.txt,f1,5,0.056641159930208365,0.03046707620569437,-0.026174083724513995,7,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,11,gutenberg_texts/32440.txt,f1,1,0.06448627559775849,0.006130303366320655,-0.05835597223143783,12,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,11,gutenberg_texts/32440.txt,f1,2,0.09284153163304626,0.027573460139767844,-0.06526807149327842,5,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,11,gutenberg_texts/32440.txt,f1,3,0.1509122506472663,0.057311368417864536,-0.09360088222940176,5,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,11,gutenberg_texts/32440.txt,f1,4,0.11676913506096154,0.040404290163866194,-0.07636484489709534,7,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,11,gutenberg_texts/32440.txt,f1,5,0.09930853949137494,0.028850140663690647,-0.07045839882768429,6,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,12,gutenberg_texts/32331.txt,f1,1,0.0735083845853946,0.02210482947109521,-0.05140355511429939,9,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,12,gutenberg_texts/32331.txt,f1,2,0.07204228333072929,0.03467017348854062,-0.03737210984218867,5,False,arthur_conan_doyle,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,12,gutenberg_texts/32331.txt,f1,3,0.15681666908233477,0.05750681283427556,-0.09930985624805921,11,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,12,gutenberg_texts/32331.txt,f1,4,0.08064820239783922,0.0032202331982791304,-0.07742796919956009,14,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,12,gutenberg_texts/32331.txt,f1,5,0.10539783810978337,0.026522288769457943,-0.07887554934032542,7,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,13,gutenberg_texts/32440.txt,f1,1,0.086492044049624,0.012736090382321852,-0.07375595366730216,14,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,13,gutenberg_texts/32440.txt,f1,2,0.1287750704958667,0.01981105296605904,-0.10896401752980767,13,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,13,gutenberg_texts/32440.txt,f1,3,0.09097267949423614,0.00870885656282159,-0.08226382293141454,13,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,13,gutenberg_texts/32440.txt,f1,4,0.1154294468423166,0.03344666335918016,-0.08198278348313644,7,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,13,gutenberg_texts/32440.txt,f1,5,0.11489064158418746,0.02716465381991585,-0.08772598776427161,8,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,14,gutenberg_texts/32331.txt,f1,1,0.05217894406177216,0.009853073950494593,-0.04232587011127757,5,False,arthur_conan_doyle,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,14,gutenberg_texts/32331.txt,f1,2,0.10680675993221062,0.039965662697056245,-0.06684109723515437,10,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,14,gutenberg_texts/32331.txt,f1,3,0.2876311506404551,0.03954642547917758,-0.2480847251612775,14,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,14,gutenberg_texts/32331.txt,f1,4,0.19661869434946858,0.018098207009949865,-0.1785204873395187,14,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,14,gutenberg_texts/32331.txt,f1,5,0.05386260280647866,0.02079193657126248,-0.03307066623521618,5,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,15,gutenberg_texts/32440.txt,f1,1,0.035139310552918426,0.021941839595512973,-0.013197470957405453,4,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,15,gutenberg_texts/32440.txt,f1,2,0.1131112512115796,0.03923362998629047,-0.07387762122528913,6,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,15,gutenberg_texts/32440.txt,f1,3,0.23569758767435117,0.09475575916727415,-0.14094182850707704,12,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,15,gutenberg_texts/32440.txt,f1,4,0.19874687638887364,0.01718535921282691,-0.18156151717604674,14,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,15,gutenberg_texts/32440.txt,f1,5,0.12065922126450476,0.04211571332505898,-0.07854350793944578,6,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,16,gutenberg_texts/32331.txt,f1,1,0.022099814392785876,0.00526592489298374,-0.016833889499802135,2,False,agnes_may_fleming,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,16,gutenberg_texts/32331.txt,f1,2,0.07175004231969254,0.0025429885618239306,-0.0692070537578686,12,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,16,gutenberg_texts/32331.txt,f1,3,0.020292293121158697,0.005588975863543916,-0.01470331725761478,3,False,agnes_may_fleming,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,16,gutenberg_texts/32331.txt,f1,4,0.051756938006129655,0.013622605302576198,-0.03813433270355346,10,False,agnes_may_fleming,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,16,gutenberg_texts/32331.txt,f1,5,0.08764754921902587,0.032100187869241806,-0.055547361349784066,8,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,17,gutenberg_texts/32440.txt,f1,1,0.10792685311059616,0.016454495996851188,-0.09147235711374498,14,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,17,gutenberg_texts/32440.txt,f1,2,0.10020070114977901,0.008622588383667418,-0.0915781127661116,13,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,17,gutenberg_texts/32440.txt,f1,3,0.05591237401535508,0.011040507276385416,-0.04487186673896966,13,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,17,gutenberg_texts/32440.txt,f1,4,0.12152582949924724,0.022218543926381885,-0.09930728557286536,14,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,17,gutenberg_texts/32440.txt,f1,5,0.08435629327541307,0.012476327791438802,-0.07187996548397427,13,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,18,gutenberg_texts/32331.txt,f1,1,0.016223894034241272,0.018122120340340116,0.0018982263060988436,1,True,robert_sidney_bowen,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,18,gutenberg_texts/32331.txt,f1,2,0.045954439412061614,0.059929653635990336,0.013975214223928722,1,True,robert_sidney_bowen,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,18,gutenberg_texts/32331.txt,f1,3,0.3129427273204634,0.08688646167377137,-0.22605626564669204,13,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,18,gutenberg_texts/32331.txt,f1,4,0.09315804293265326,0.0227281622914543,-0.07042988064119896,7,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,18,gutenberg_texts/32331.txt,f1,5,0.027580817600888385,0.029846300502439006,0.0022654829015506216,1,True,robert_sidney_bowen,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,19,gutenberg_texts/32440.txt,f1,1,0.07281260052945045,0.020116190647455894,-0.05269640988199455,5,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,19,gutenberg_texts/32440.txt,f1,2,0.1776645316377659,0.036876026178256915,-0.140788505459509,14,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,19,gutenberg_texts/32440.txt,f1,3,0.10806976777733322,0.02987036662037552,-0.0781994011569577,5,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,19,gutenberg_texts/32440.txt,f1,4,0.256961247612515,0.07143192624869556,-0.18552932136381944,14,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,19,gutenberg_texts/32440.txt,f1,5,0.07451626043180154,0.017702600975685462,-0.05681365945611608,5,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,robert_sidney_bowen,20,gutenberg_texts/32331.txt,f1,1,0.026198363067326817,0.0054303225611055765,-0.02076804050622124,3,False,agnes_may_fleming,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,robert_sidney_bowen,20,gutenberg_texts/32331.txt,f1,2,0.09454405793853021,0.024630192646654614,-0.0699138652918756,7,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,robert_sidney_bowen,20,gutenberg_texts/32331.txt,f1,3,0.09553866251165313,0.009360387383749738,-0.0861782751279034,15,False,jane_austen,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,robert_sidney_bowen,20,gutenberg_texts/32331.txt,f1,4,0.08831601093398654,0.03072084452727438,-0.05759516640671216,12,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,robert_sidney_bowen,20,gutenberg_texts/32331.txt,f1,5,0.01510157654685732,0.0048643823727938995,-0.010237194174063421,2,False,agnes_may_fleming,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,1,gutenberg_texts/54629.txt,f1,1,0.14343094610640353,0.016732598287414687,-0.12669834781898884,14,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,1,gutenberg_texts/54629.txt,f1,2,0.21594589308289147,0.04505683538391643,-0.17088905769897506,16,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,1,gutenberg_texts/54629.txt,f1,3,0.2017982583160098,0.018268097480960734,-0.18353016083504908,15,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,1,gutenberg_texts/54629.txt,f1,4,0.18524246949103468,0.026803435021944655,-0.15843903446909002,17,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,1,gutenberg_texts/54629.txt,f1,5,0.27165708653022774,0.06988109199739223,-0.2017759945328355,17,False,charles_dickens,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,2,gutenberg_texts/54648.txt,f1,1,0.16358537001600593,0.04248165766873776,-0.12110371234726816,15,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,2,gutenberg_texts/54648.txt,f1,2,0.1416786055222102,0.020536857734198936,-0.12114174778801126,15,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,2,gutenberg_texts/54648.txt,f1,3,0.15510073916029032,0.039805570571026155,-0.11529516858926417,14,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,2,gutenberg_texts/54648.txt,f1,4,0.14121602862142799,0.03596232628758842,-0.10525370233383957,16,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,2,gutenberg_texts/54648.txt,f1,5,0.13814230449449066,0.02464037141314976,-0.1135019330813409,15,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,3,gutenberg_texts/54629.txt,f1,1,0.180238316101161,0.04193870182912303,-0.13829961427203796,16,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,3,gutenberg_texts/54629.txt,f1,2,0.37584344385746304,0.11236704421535694,-0.2634763996421061,16,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,3,gutenberg_texts/54629.txt,f1,3,0.378113983151623,0.11284700383203934,-0.26526697931958365,16,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,3,gutenberg_texts/54629.txt,f1,4,0.43630281252903785,0.12563401886365264,-0.31066879366538525,16,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,3,gutenberg_texts/54629.txt,f1,5,0.34144466630971737,0.11057133661425714,-0.23087332969546023,15,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,4,gutenberg_texts/54648.txt,f1,1,0.07468089312870184,0.00915080638026125,-0.06553008674844059,14,False,jane_austen,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,4,gutenberg_texts/54648.txt,f1,2,0.13978727156431062,0.03290698449733798,-0.10688028706697264,15,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,4,gutenberg_texts/54648.txt,f1,3,0.07915468455769815,0.011632997612702159,-0.067521686944996,12,False,arthur_conan_doyle,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,4,gutenberg_texts/54648.txt,f1,4,0.15726613746345555,0.0301247847892005,-0.12714135267425505,15,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,4,gutenberg_texts/54648.txt,f1,5,0.11740116325420887,0.024357994538245217,-0.09304316871596365,14,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,5,gutenberg_texts/54629.txt,f1,1,0.24944276805795035,0.04987255205984804,-0.19957021599810232,14,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,5,gutenberg_texts/54629.txt,f1,2,0.3801566255761283,0.10271308441371578,-0.2774435411624125,16,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,5,gutenberg_texts/54629.txt,f1,3,0.20436744952937771,0.03519594069884511,-0.1691715088305326,17,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,5,gutenberg_texts/54629.txt,f1,4,0.16477947359472778,0.028099482462861203,-0.13667999113186657,16,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,5,gutenberg_texts/54629.txt,f1,5,0.15771994383938287,0.03293619278336491,-0.12478375105601797,16,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,6,gutenberg_texts/54648.txt,f1,1,0.13046995223542165,0.023770447689463854,-0.10669950454595781,13,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,6,gutenberg_texts/54648.txt,f1,2,0.19413682073407124,0.047688364389737344,-0.1464484563443339,17,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,6,gutenberg_texts/54648.txt,f1,3,0.12763128996065376,0.030751282146605885,-0.09688000781404787,15,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,6,gutenberg_texts/54648.txt,f1,4,0.1333335552205966,0.016754369854295695,-0.1165791853663009,14,False,jane_austen,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,6,gutenberg_texts/54648.txt,f1,5,0.1318521242853126,0.026891718122944445,-0.10496040616236815,14,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,7,gutenberg_texts/54629.txt,f1,1,0.20738274631723766,0.03998276430175934,-0.16739998201547832,16,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,7,gutenberg_texts/54629.txt,f1,2,0.4667202400311592,0.1351365102580564,-0.3315837297731028,16,False,mary_shelley,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,7,gutenberg_texts/54629.txt,f1,3,0.15964760578282614,0.022607597790232775,-0.13704000799259336,17,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,7,gutenberg_texts/54629.txt,f1,4,0.15150175642587324,0.03394424168784372,-0.11755751473802953,15,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,7,gutenberg_texts/54629.txt,f1,5,0.1492053107991474,0.030484247593331088,-0.11872106320581631,15,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,8,gutenberg_texts/54648.txt,f1,1,0.13571303865236417,0.03617872028758264,-0.09953431836478152,14,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,8,gutenberg_texts/54648.txt,f1,2,0.19054200130423996,0.03749150851332099,-0.15305049279091898,15,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,8,gutenberg_texts/54648.txt,f1,3,0.15334968728921108,0.038693294914711525,-0.11465639237449957,16,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,8,gutenberg_texts/54648.txt,f1,4,0.10276748994062034,0.005438255893383329,-0.097329234047237,15,False,jane_austen,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,8,gutenberg_texts/54648.txt,f1,5,0.12310052675180005,0.03250732368391244,-0.09059320306788762,15,False,arthur_conan_doyle,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,9,gutenberg_texts/54629.txt,f1,1,0.15651344597763006,0.027762394192582338,-0.12875105178504773,16,False,kathleen_thompson_norris,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,9,gutenberg_texts/54629.txt,f1,2,0.2465386880155488,0.05011136255355099,-0.19642732546199781,18,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,9,gutenberg_texts/54629.txt,f1,3,0.2245854831661268,0.04695253551399968,-0.17763294765212712,15,False,joseph_conrad,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,9,gutenberg_texts/54629.txt,f1,4,0.17991462758538512,0.03733916432944159,-0.14257546325594353,16,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,9,gutenberg_texts/54629.txt,f1,5,0.21732252985709108,0.049698845290771926,-0.16762368456631915,17,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,10,gutenberg_texts/54648.txt,f1,1,0.16875289917949596,0.04665982283283648,-0.12209307634665947,14,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,10,gutenberg_texts/54648.txt,f1,2,0.1567501127313186,0.03533901883822113,-0.12141109389309748,15,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,10,gutenberg_texts/54648.txt,f1,3,0.11066299786370971,0.007756638246523515,-0.1029063596171862,15,False,jane_austen,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,10,gutenberg_texts/54648.txt,f1,4,0.11381175642416609,0.028494501810358657,-0.08531725461380743,14,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,4000,5000,luis_senarens,10,gutenberg_texts/54648.txt,f1,5,0.13979311089588084,0.03361758625849676,-0.10617552463738408,14,False,herbert_george_wells,flash,c2,0,llm
flash_c2,all_authors,1000,0,1000,luis_senarens,11,gutenberg_texts/54629.txt,f1,1,0.19155916686377777,0.025247667166831148,-0.16631149969694664,17,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,1000,2000,luis_senarens,11,gutenberg_texts/54629.txt,f1,2,0.1675405671561161,0.03710911956466904,-0.13043144759144706,16,False,oscar_wilde,flash,c2,0,llm
flash_c2,all_authors,1000,2000,3000,luis_senarens,11,gutenberg_texts/54629.txt,f1,3,0.14843241305295418,0.01976847925239896,-0.1286639338005552,17,False,arthur_conan_doyle,flash,c2,0,llm
flash_c2,all_authors,1000,3000,4000,luis_senarens,11,gutenberg_texts/54629.txt,f1,4,0.1945503797710848,0.03285984068500963,-0.16169053908607517,18,False,oscar_wilde,flash,c2,0,llm
