row_type,author_set,source_type,condition,feature,chunk_size,author,cohort,n_authors,n_observations,n_correct,macro_accuracy,macro_ci_low,macro_ci_high,micro_accuracy,micro_ci_low,micro_ci_high,cluster_unit,n_clusters,most_predicted
author,all_authors,llm,pro,f3,4000,luis_senarens,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,mary_shelley,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,mildred_wirt,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,robert_sidney_bowen,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,all_authors,llm,pro,f3,4000,susan_warner,new,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,existing,human,,f1,1000,ALL,all,10,546,296,0.49257615874740146,0.32965772495216744,0.6450133944605889,0.5421245421245421,0.4237762533875339,0.6505300518729203,author,10,charles_dickens:88; charlotte_bronte:78; agnes_may_fleming:69
author,existing,human,,f1,1000,agnes_may_fleming,existing,1,67,34,0.5074626865671642,0.16666666666666666,0.9444444444444444,0.5074626865671642,0.16666666666666666,0.9444444444444444,book_id,3,
author,existing,human,,f1,1000,arthur_conan_doyle,existing,1,36,29,0.8055555555555556,0.7142857142857143,0.9,0.8055555555555556,0.7142857142857143,0.9,book_id,3,
author,existing,human,,f1,1000,charles_dickens,existing,1,69,56,0.8115942028985508,0.16666666666666666,0.9428571428571428,0.8115942028985508,0.16666666666666666,0.9428571428571428,book_id,3,
author,existing,human,,f1,1000,charlotte_bronte,existing,1,121,65,0.5371900826446281,0.0,1.0,0.5371900826446281,0.0,1.0,book_id,3,
author,existing,human,,f1,1000,herbert_george_wells,existing,1,22,2,0.09090909090909091,0.0,0.125,0.09090909090909091,0.0,0.125,book_id,3,
author,existing,human,,f1,1000,jane_austen,existing,1,65,34,0.5230769230769231,0.23809523809523808,0.7368421052631579,0.5230769230769231,0.23809523809523808,0.7368421052631579,book_id,3,
author,existing,human,,f1,1000,joseph_conrad,existing,1,53,24,0.4528301886792453,0.4,0.47619047619047616,0.4528301886792453,0.4,0.47619047619047616,book_id,3,
author,existing,human,,f1,1000,mark_twain,existing,1,50,17,0.34,0.23076923076923078,0.3888888888888889,0.34,0.23076923076923078,0.3888888888888889,book_id,3,
author,existing,human,,f1,1000,mary_shelley,existing,1,42,34,0.8095238095238095,0.6,0.9259259259259259,0.8095238095238095,0.6,0.9259259259259259,book_id,3,
author,existing,human,,f1,1000,oscar_wilde,existing,1,21,1,0.047619047619047616,0.0,0.06666666666666667,0.047619047619047616,0.0,0.06666666666666667,book_id,3,
summary,existing,human,,f1,2000,ALL,all,10,264,154,0.5243917256051981,0.30514198148467603,0.7315279620205852,0.5833333333333334,0.424846530750169,0.7279211979827781,author,10,charles_dickens:47; charlotte_bronte:41; jane_austen:39
author,existing,human,,f1,2000,agnes_may_fleming,existing,1,33,13,0.3939393939393939,0.0,0.8888888888888888,0.3939393939393939,0.0,0.8888888888888888,book_id,3,
author,existing,human,,f1,2000,arthur_conan_doyle,existing,1,17,16,0.9411764705882353,0.6666666666666666,1.0,0.9411764705882353,0.6666666666666666,1.0,book_id,3,
author,existing,human,,f1,2000,charles_dickens,existing,1,34,29,0.8529411764705882,0.0,0.9411764705882353,0.8529411764705882,0.0,0.9411764705882353,book_id,3,
author,existing,human,,f1,2000,charlotte_bronte,existing,1,60,34,0.5666666666666667,0.0,1.0,0.5666666666666667,0.0,1.0,book_id,3,
author,existing,human,,f1,2000,herbert_george_wells,existing,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,3,
author,existing,human,,f1,2000,jane_austen,existing,1,31,24,0.7741935483870968,0.5,0.9166666666666666,0.7741935483870968,0.5,0.9166666666666666,book_id,3,
author,existing,human,,f1,2000,joseph_conrad,existing,1,25,11,0.44,0.38461538461538464,0.5,0.44,0.38461538461538464,0.5,book_id,3,
author,existing,human,,f1,2000,mark_twain,existing,1,24,9,0.375,0.0,0.5555555555555556,0.375,0.0,0.5555555555555556,book_id,3,
author,existing,human,,f1,2000,mary_shelley,existing,1,20,18,0.9,0.6,1.0,0.9,0.6,1.0,book_id,3,
author,existing,human,,f1,2000,oscar_wilde,existing,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,2,
summary,existing,human,,f1,4000,ALL,all,10,123,80,0.5874085684430512,0.3547455590386627,0.8086350574712643,0.6504065040650406,0.48298733286418016,0.8043780193236714,author,10,charles_dickens:24; charlotte_bronte:20; jane_austen:17
author,existing,human,,f1,4000,agnes_may_fleming,existing,1,15,7,0.4666666666666667,0.0,1.0,0.4666666666666667,0.0,1.0,book_id,3,
author,existing,human,,f1,4000,arthur_conan_doyle,existing,1,7,7,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,existing,human,,f1,4000,charles_dickens,existing,1,16,16,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,existing,human,,f1,4000,charlotte_bronte,existing,1,29,17,0.5862068965517241,0.0,1.0,0.5862068965517241,0.0,1.0,book_id,3,
author,existing,human,,f1,4000,herbert_george_wells,existing,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,3,
author,existing,human,,f1,4000,jane_austen,existing,1,15,13,0.8666666666666667,0.6,1.0,0.8666666666666667,0.6,1.0,book_id,3,
author,existing,human,,f1,4000,joseph_conrad,existing,1,12,6,0.5,0.0,0.8,0.5,0.0,0.8,book_id,3,
author,existing,human,,f1,4000,mark_twain,existing,1,11,5,0.45454545454545453,0.0,0.75,0.45454545454545453,0.0,0.75,book_id,3,
author,existing,human,,f1,4000,mary_shelley,existing,1,9,9,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,existing,human,,f1,4000,oscar_wilde,existing,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,2,
summary,existing,human,,f3,1000,ALL,all,10,546,339,0.5692512394387733,0.3825143250688706,0.7326249841026633,0.6208791208791209,0.5036435668965791,0.7336233116816165,author,10,charles_dickens:91; charlotte_bronte:88; mary_shelley:68
author,existing,human,,f3,1000,agnes_may_fleming,existing,1,67,30,0.44776119402985076,0.0,0.9444444444444444,0.44776119402985076,0.0,0.9444444444444444,book_id,3,
author,existing,human,,f3,1000,arthur_conan_doyle,existing,1,36,31,0.8611111111111112,0.7142857142857143,0.9,0.8611111111111112,0.7142857142857143,0.9,book_id,3,
author,existing,human,,f3,1000,charles_dickens,existing,1,69,62,0.8985507246376812,0.6666666666666666,0.9428571428571428,0.8985507246376812,0.6666666666666666,0.9428571428571428,book_id,3,
author,existing,human,,f3,1000,charlotte_bronte,existing,1,121,71,0.5867768595041323,0.06521739130434782,1.0,0.5867768595041323,0.06521739130434782,1.0,book_id,3,
author,existing,human,,f3,1000,herbert_george_wells,existing,1,22,2,0.09090909090909091,0.0,0.125,0.09090909090909091,0.0,0.125,book_id,3,
author,existing,human,,f3,1000,jane_austen,existing,1,65,39,0.6,0.38095238095238093,0.7894736842105263,0.6,0.38095238095238093,0.7894736842105263,book_id,3,
author,existing,human,,f3,1000,joseph_conrad,existing,1,53,33,0.6226415094339622,0.5185185185185185,0.7619047619047619,0.6226415094339622,0.5185185185185185,0.7619047619047619,book_id,3,
author,existing,human,,f3,1000,mark_twain,existing,1,50,34,0.68,0.46153846153846156,0.8947368421052632,0.68,0.46153846153846156,0.8947368421052632,book_id,3,
author,existing,human,,f3,1000,mary_shelley,existing,1,42,36,0.8571428571428571,0.6,0.9259259259259259,0.8571428571428571,0.6,0.9259259259259259,book_id,3,
author,existing,human,,f3,1000,oscar_wilde,existing,1,21,1,0.047619047619047616,0.0,0.06666666666666667,0.047619047619047616,0.0,0.06666666666666667,book_id,3,
summary,existing,human,,f3,2000,ALL,all,10,264,181,0.6313183830717037,0.41369487091024093,0.8203820409982173,0.6856060606060606,0.5470785315173738,0.8301928908355796,author,10,charles_dickens:46; charlotte_bronte:37; jane_austen:36
author,existing,human,,f3,2000,agnes_may_fleming,existing,1,33,15,0.45454545454545453,0.0,1.0,0.45454545454545453,0.0,1.0,book_id,3,
author,existing,human,,f3,2000,arthur_conan_doyle,existing,1,17,16,0.9411764705882353,0.6666666666666666,1.0,0.9411764705882353,0.6666666666666666,1.0,book_id,3,
author,existing,human,,f3,2000,charles_dickens,existing,1,34,32,0.9411764705882353,0.6666666666666666,1.0,0.9411764705882353,0.6666666666666666,1.0,book_id,3,
author,existing,human,,f3,2000,charlotte_bronte,existing,1,60,35,0.5833333333333334,0.0,1.0,0.5833333333333334,0.0,1.0,book_id,3,
author,existing,human,,f3,2000,herbert_george_wells,existing,1,11,1,0.09090909090909091,0.0,0.5,0.09090909090909091,0.0,0.5,book_id,3,
author,existing,human,,f3,2000,jane_austen,existing,1,31,26,0.8387096774193549,0.7,0.9166666666666666,0.8387096774193549,0.7,0.9166666666666666,book_id,3,
author,existing,human,,f3,2000,joseph_conrad,existing,1,25,17,0.68,0.5,0.8,0.68,0.5,0.8,book_id,3,
author,existing,human,,f3,2000,mark_twain,existing,1,24,20,0.8333333333333334,0.5,1.0,0.8333333333333334,0.5,1.0,book_id,3,
author,existing,human,,f3,2000,mary_shelley,existing,1,20,19,0.95,0.8,1.0,0.95,0.8,1.0,book_id,3,
author,existing,human,,f3,2000,oscar_wilde,existing,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,2,
summary,existing,human,,f3,4000,ALL,all,10,123,88,0.6497962382445142,0.41077938871473363,0.8594039968652037,0.7154471544715447,0.5555555555555556,0.8608695652173913,author,10,charles_dickens:21; jane_austen:19; charlotte_bronte:19
author,existing,human,,f3,4000,agnes_may_fleming,existing,1,15,7,0.4666666666666667,0.0,1.0,0.4666666666666667,0.0,1.0,book_id,3,
author,existing,human,,f3,4000,arthur_conan_doyle,existing,1,7,7,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,existing,human,,f3,4000,charles_dickens,existing,1,16,16,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,existing,human,,f3,4000,charlotte_bronte,existing,1,29,18,0.6206896551724138,0.0,1.0,0.6206896551724138,0.0,1.0,book_id,3,
author,existing,human,,f3,4000,herbert_george_wells,existing,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,3,
author,existing,human,,f3,4000,jane_austen,existing,1,15,14,0.9333333333333333,0.8,1.0,0.9333333333333333,0.8,1.0,book_id,3,
author,existing,human,,f3,4000,joseph_conrad,existing,1,12,9,0.75,0.5,1.0,0.75,0.5,1.0,book_id,3,
author,existing,human,,f3,4000,mark_twain,existing,1,11,8,0.7272727272727273,0.3333333333333333,1.0,0.7272727272727273,0.3333333333333333,1.0,book_id,3,
author,existing,human,,f3,4000,mary_shelley,existing,1,9,9,1.0,1.0,1.0,1.0,1.0,1.0,book_id,3,
author,existing,human,,f3,4000,oscar_wilde,existing,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,book_id,2,
summary,existing,llm,flash,f1,1000,ALL,all,10,200,34,0.16999999999999998,0.03,0.335,0.17,0.03,0.335,author,10,mary_shelley:77; oscar_wilde:49; charles_dickens:41
author,existing,llm,flash,f1,1000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,1000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,existing,llm,flash,f1,1000,charles_dickens,existing,1,20,4,0.2,0.0,0.3333333333333333,0.2,0.0,0.3333333333333333,prompt_source_book,3,
author,existing,llm,flash,f1,1000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,1000,herbert_george_wells,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,1000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,1000,joseph_conrad,existing,1,20,6,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,existing,llm,flash,f1,1000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,1000,mary_shelley,existing,1,20,15,0.75,0.7,0.8,0.75,0.7,0.8,prompt_source_book,2,
author,existing,llm,flash,f1,1000,oscar_wilde,existing,1,20,9,0.45,0.0,0.9,0.45,0.0,0.9,prompt_source_book,2,
summary,existing,llm,flash,f1,2000,ALL,all,10,200,32,0.16,0.025,0.31,0.16,0.025,0.31,author,10,mary_shelley:77; oscar_wilde:74; charles_dickens:22
author,existing,llm,flash,f1,2000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,2000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,existing,llm,flash,f1,2000,charles_dickens,existing,1,20,2,0.1,0.0,0.16666666666666666,0.1,0.0,0.16666666666666666,prompt_source_book,3,
author,existing,llm,flash,f1,2000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,2000,herbert_george_wells,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,2000,jane_austen,existing,1,20,1,0.05,0.0,0.07142857142857142,0.05,0.0,0.07142857142857142,prompt_source_book,2,
author,existing,llm,flash,f1,2000,joseph_conrad,existing,1,20,7,0.35,0.0,0.7,0.35,0.0,0.7,prompt_source_book,2,
author,existing,llm,flash,f1,2000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,2000,mary_shelley,existing,1,20,12,0.6,0.2,1.0,0.6,0.2,1.0,prompt_source_book,2,
author,existing,llm,flash,f1,2000,oscar_wilde,existing,1,20,10,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
summary,existing,llm,flash,f1,4000,ALL,all,10,200,32,0.16,0.045,0.305,0.16,0.045,0.305,author,10,oscar_wilde:91; mary_shelley:74; joseph_conrad:17
author,existing,llm,flash,f1,4000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,4000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,existing,llm,flash,f1,4000,charles_dickens,existing,1,20,4,0.2,0.0,0.5714285714285714,0.2,0.0,0.5714285714285714,prompt_source_book,3,
author,existing,llm,flash,f1,4000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,4000,herbert_george_wells,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,4000,jane_austen,existing,1,20,1,0.05,0.0,0.07142857142857142,0.05,0.0,0.07142857142857142,prompt_source_book,2,
author,existing,llm,flash,f1,4000,joseph_conrad,existing,1,20,5,0.25,0.0,0.5,0.25,0.0,0.5,prompt_source_book,2,
author,existing,llm,flash,f1,4000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f1,4000,mary_shelley,existing,1,20,12,0.6,0.2,1.0,0.6,0.2,1.0,prompt_source_book,2,
author,existing,llm,flash,f1,4000,oscar_wilde,existing,1,20,10,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
summary,existing,llm,flash,f3,1000,ALL,all,10,200,33,0.165,0.034999999999999996,0.325,0.165,0.035,0.325,author,10,charles_dickens:81; mary_shelley:80; joseph_conrad:12
author,existing,llm,flash,f3,1000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,1000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,existing,llm,flash,f3,1000,charles_dickens,existing,1,20,4,0.2,0.0,0.3157894736842105,0.2,0.0,0.3157894736842105,prompt_source_book,3,
author,existing,llm,flash,f3,1000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,1000,herbert_george_wells,existing,1,20,1,0.05,0.0,0.1,0.05,0.0,0.1,prompt_source_book,2,
author,existing,llm,flash,f3,1000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,1000,joseph_conrad,existing,1,20,8,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,existing,llm,flash,f3,1000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,1000,mary_shelley,existing,1,20,16,0.8,0.7,0.9,0.8,0.7,0.9,prompt_source_book,2,
author,existing,llm,flash,f3,1000,oscar_wilde,existing,1,20,4,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
summary,existing,llm,flash,f3,2000,ALL,all,10,200,40,0.2,0.04,0.41,0.2,0.04,0.41,author,10,mary_shelley:84; charles_dickens:71; oscar_wilde:27
author,existing,llm,flash,f3,2000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,2000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,existing,llm,flash,f3,2000,charles_dickens,existing,1,20,3,0.15,0.0,0.3333333333333333,0.15,0.0,0.3333333333333333,prompt_source_book,3,
author,existing,llm,flash,f3,2000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,2000,herbert_george_wells,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,2000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,2000,joseph_conrad,existing,1,20,8,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,existing,llm,flash,f3,2000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,2000,mary_shelley,existing,1,20,19,0.95,0.9,1.0,0.95,0.9,1.0,prompt_source_book,2,
author,existing,llm,flash,f3,2000,oscar_wilde,existing,1,20,10,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
summary,existing,llm,flash,f3,4000,ALL,all,10,200,37,0.185,0.025,0.3751249999999993,0.185,0.025,0.3751249999999993,author,10,mary_shelley:82; charles_dickens:53; oscar_wilde:52
author,existing,llm,flash,f3,4000,agnes_may_fleming,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,4000,arthur_conan_doyle,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,3,
author,existing,llm,flash,f3,4000,charles_dickens,existing,1,20,4,0.2,0.0,0.5714285714285714,0.2,0.0,0.5714285714285714,prompt_source_book,3,
author,existing,llm,flash,f3,4000,charlotte_bronte,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,4000,herbert_george_wells,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,4000,jane_austen,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,4000,joseph_conrad,existing,1,20,5,0.25,0.0,0.5,0.25,0.0,0.5,prompt_source_book,2,
author,existing,llm,flash,f3,4000,mark_twain,existing,1,20,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,flash,f3,4000,mary_shelley,existing,1,20,18,0.9,0.8,1.0,0.9,0.8,1.0,prompt_source_book,2,
author,existing,llm,flash,f3,4000,oscar_wilde,existing,1,20,10,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,2,
summary,existing,llm,pro,f1,1000,ALL,all,10,100,19,0.19,0.06999999999999999,0.32,0.19,0.07,0.32,author,10,herbert_george_wells:22; arthur_conan_doyle:21; joseph_conrad:17
author,existing,llm,pro,f1,1000,agnes_may_fleming,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,existing,llm,pro,f1,1000,arthur_conan_doyle,existing,1,10,5,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,3,
author,existing,llm,pro,f1,1000,charles_dickens,existing,1,10,3,0.3,0.0,0.75,0.3,0.0,0.75,prompt_source_book,3,
author,existing,llm,pro,f1,1000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,1000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,1000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,1000,joseph_conrad,existing,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,existing,llm,pro,f1,1000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,1000,mary_shelley,existing,1,10,6,0.6,0.4,0.8,0.6,0.4,0.8,prompt_source_book,2,
author,existing,llm,pro,f1,1000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,existing,llm,pro,f1,2000,ALL,all,10,100,11,0.11000000000000001,0.02,0.21000000000000002,0.11,0.02,0.21,author,10,herbert_george_wells:28; oscar_wilde:23; joseph_conrad:21
author,existing,llm,pro,f1,2000,agnes_may_fleming,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,existing,llm,pro,f1,2000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,1.0,0.4,0.0,1.0,prompt_source_book,3,
author,existing,llm,pro,f1,2000,charles_dickens,existing,1,10,2,0.2,0.0,0.5,0.2,0.0,0.5,prompt_source_book,3,
author,existing,llm,pro,f1,2000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,2000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,2000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,2000,joseph_conrad,existing,1,10,4,0.4,0.0,0.8,0.4,0.0,0.8,prompt_source_book,2,
author,existing,llm,pro,f1,2000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,2000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,2000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,existing,llm,pro,f1,4000,ALL,all,10,100,12,0.12,0.0,0.25,0.12,0.0,0.25,author,10,herbert_george_wells:28; oscar_wilde:24; joseph_conrad:22
author,existing,llm,pro,f1,4000,agnes_may_fleming,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,4000,arthur_conan_doyle,existing,1,10,5,0.5,0.0,1.0,0.5,0.0,1.0,prompt_source_book,3,
author,existing,llm,pro,f1,4000,charles_dickens,existing,1,10,2,0.2,0.0,0.5,0.2,0.0,0.5,prompt_source_book,3,
author,existing,llm,pro,f1,4000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,4000,herbert_george_wells,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,4000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,4000,joseph_conrad,existing,1,10,5,0.5,0.2,0.8,0.5,0.2,0.8,prompt_source_book,2,
author,existing,llm,pro,f1,4000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,4000,mary_shelley,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f1,4000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,existing,llm,pro,f3,1000,ALL,all,10,100,23,0.22999999999999998,0.08,0.38,0.23,0.08,0.38,author,10,herbert_george_wells:32; arthur_conan_doyle:20; agnes_may_fleming:13
author,existing,llm,pro,f3,1000,agnes_may_fleming,existing,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,existing,llm,pro,f3,1000,arthur_conan_doyle,existing,1,10,4,0.4,0.0,0.75,0.4,0.0,0.75,prompt_source_book,3,
author,existing,llm,pro,f3,1000,charles_dickens,existing,1,10,4,0.4,0.0,0.75,0.4,0.0,0.75,prompt_source_book,3,
author,existing,llm,pro,f3,1000,charlotte_bronte,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,1000,herbert_george_wells,existing,1,10,1,0.1,0.0,0.2,0.1,0.0,0.2,prompt_source_book,2,
author,existing,llm,pro,f3,1000,jane_austen,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,1000,joseph_conrad,existing,1,10,3,0.3,0.0,0.6,0.3,0.0,0.6,prompt_source_book,2,
author,existing,llm,pro,f3,1000,mark_twain,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
author,existing,llm,pro,f3,1000,mary_shelley,existing,1,10,8,0.8,0.8,0.8,0.8,0.8,0.8,prompt_source_book,2,
author,existing,llm,pro,f3,1000,oscar_wilde,existing,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,prompt_source_book,2,
summary,existing,llm,pro,f3,2000,ALL,all,10,100,19,0.19,0.06000000000000001,0.33,0.19,0.06,0.33,author,10,herbert_george_wells:32; arthur_conan_doyle:23; joseph_conrad:16
author,existing,llm,pro,f3,2000,agnes_may_fleming,existing,1,10,2,0.2,0.0,0.4,0.2,0.0,0.4,prompt_source_book,2,
author,existing,llm,pro,f3,2000,arthur_conan_doyle,existing,1,10,6,0.6,0.3333333333333333,1.0,0.6,0.3333333333333333,1.0,prompt_source_book,3,
author,existing,llm,pro,f3,2000,charles_dickens,existing,1,10,4,0.4,0.0,1.0,0.4,0.0,1.0,prompt_source_book,3,
